"M_Topic","L_Topic","year","mean","sd","N","norm","allwords"
"M_Topic10","L_Topic11",1961,0.003193118,0.006548031,492,1.205619577,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1962,0.002883115,0.00598592,465,1.088572327,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1963,0.002932663,0.00666908,477,1.107279756,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1964,0.003270354,0.006729969,518,1.234781441,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1965,0.003107815,0.006868576,524,1.173411848,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1966,0.003246115,0.007183938,547,1.225629295,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1967,0.003773099,0.007922993,545,1.424601612,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1968,0.003319391,0.007397339,499,1.253296161,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1969,0.003231728,0.007768444,479,1.220197506,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1970,0.002792909,0.006336529,414,1.054513429,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1971,0.002687443,0.008442721,445,1.014692739,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1972,0.002852867,0.006692099,421,1.077151649,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1973,0.003217056,0.007833833,390,1.214657526,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1974,0.00302121,0.006843901,369,1.140712572,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1975,0.002679444,0.007078298,399,1.011672506,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1976,0.003748274,0.008945019,350,1.415228638,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1977,0.003096503,0.006899835,319,1.169140571,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1978,0.003369958,0.007065,314,1.27238869,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1979,0.003630998,0.007773966,343,1.370948975,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1980,0.003627668,0.008096371,327,1.369691766,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1981,0.003387462,0.007981058,279,1.278997668,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1982,0.004220179,0.008592446,317,1.593404796,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1983,0.003441277,0.007715407,321,1.299316329,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1984,0.003016874,0.00692905,287,1.139075338,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1985,0.002655141,0.00543216,291,1.002496462,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1986,0.003853274,0.008704586,300,1.454873117,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1987,0.002990685,0.006474138,283,1.129187354,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1988,0.003313957,0.007140588,287,1.251244425,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1989,0.003391231,0.007298109,284,1.280420567,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1990,0.003915385,0.007546698,262,1.478324383,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1991,0.003328939,0.006507842,247,1.256901113,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1992,0.003140733,0.007412558,243,1.18584055,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1993,0.00230807,0.005333086,249,0.871453637,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1994,0.002636077,0.005261324,253,0.995298584,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1995,0.003707973,0.008457938,271,1.400012154,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1996,0.002907329,0.006251988,234,1.097714696,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1997,0.003047769,0.006423203,240,1.150740468,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1998,0.003855429,0.007445413,257,1.455687078,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",1999,0.003114577,0.007491615,227,1.175964945,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2000,0.002388609,0.004996714,236,0.901862654,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2001,0.003598873,0.008035495,249,1.358819747,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2002,0.00355482,0.007788624,263,1.342186555,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2003,0.002782318,0.006391075,262,1.050514459,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2004,0.002640132,0.004850741,270,0.996829614,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2005,0.003144201,0.007339054,288,1.187149879,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2006,0.003153449,0.007003453,321,1.190641738,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2007,0.002592053,0.00558963,288,0.978676356,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2008,0.002413231,0.005697311,346,0.911158845,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic10","L_Topic11",2009,0.002586918,0.005183327,351,0.97673776,"harm_M.9.M, harm_M.5.m7, harm_m7.0.M, timb_31, harm_m.9.M, harm_M.6.m7, timb_08, timb_21, timb_29, timb_15"
"M_Topic11","L_Topic12",1960,0.006264077,0.009468756,451,1,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1961,0.005722809,0.009132374,492,0.913591858,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1962,0.006816455,0.010452358,465,1.088181998,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1963,0.00691133,0.01014797,477,1.103327845,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1964,0.00697463,0.010592636,518,1.113433092,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1965,0.006534286,0.010349133,524,1.043136266,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1966,0.007161747,0.012825791,547,1.143304522,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1967,0.006662035,0.011105241,545,1.063530324,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1968,0.006599815,0.010746035,499,1.053597475,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1969,0.005932607,0.009628408,479,0.947084002,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1970,0.006104107,0.011457369,414,0.974462322,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1971,0.005467593,0.010013309,445,0.87284892,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1972,0.00532261,0.009084977,421,0.849703813,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1973,0.004832386,0.009463104,390,0.771444305,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1974,0.00554034,0.010880971,369,0.88446237,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1975,0.006197767,0.010018892,399,0.989414285,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1976,0.005644202,0.011300581,350,0.901042861,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1977,0.005278765,0.010009068,319,0.842704415,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1978,0.006874096,0.011708466,314,1.097383817,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1979,0.006785051,0.012338848,343,1.08316856,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1980,0.005111715,0.010039046,327,0.81603642,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1981,0.005368004,0.008539788,279,0.856950566,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1982,0.005822422,0.009570173,317,0.929494028,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1983,0.00634459,0.014109829,321,1.012853121,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1984,0.006217768,0.012241308,287,0.99260728,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1985,0.006434832,0.009902839,291,1.027259484,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1986,0.004999311,0.008112183,300,0.798092318,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1987,0.004880401,0.008058681,283,0.779109435,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1988,0.005175455,0.009087206,287,0.826212028,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1989,0.007118393,0.01371895,284,1.136383362,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1990,0.007772528,0.013358038,262,1.240809872,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1991,0.006806561,0.011214858,247,1.086602457,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1992,0.007105615,0.015764546,243,1.134343537,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1993,0.006589903,0.012240843,249,1.052014999,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1994,0.00674949,0.012259317,253,1.077491625,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1995,0.008072985,0.012767476,271,1.288775007,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1996,0.006843452,0.010852016,234,1.092491705,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1997,0.007460963,0.012705291,240,1.19107145,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1998,0.007623841,0.012767282,257,1.21707346,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",1999,0.007094944,0.010546815,227,1.132640019,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2000,0.007685678,0.01073376,236,1.226944993,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2001,0.008549759,0.012429458,249,1.364887324,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2002,0.009271842,0.016625196,263,1.48016095,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2003,0.008764631,0.01301801,262,1.399189683,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2004,0.00790442,0.011118902,270,1.261865123,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2005,0.007685235,0.013352469,288,1.226874415,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2006,0.008908701,0.013873681,321,1.422188973,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2007,0.007768334,0.014072929,288,1.24014035,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2008,0.007552315,0.012530003,346,1.205654876,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic11","L_Topic12",2009,0.007834186,0.01305133,351,1.250652989,"harm_M.5.m, harm_m.7.M, harm_m7.7.M, harm_M.5.m7, timb_29, harm_m7.8.m, harm_m.7.7, harm_m.1.m, harm_m.4.m7, harm_X7.5.m"
"M_Topic12","L_Topic13",1960,0.005764346,0.009093773,451,1,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1961,0.005862839,0.008887602,492,1.017086498,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1962,0.006324667,0.010628428,465,1.097204575,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1963,0.00588972,0.008505051,477,1.021749839,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1964,0.005675219,0.009496269,518,0.984538146,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1965,0.005403157,0.00890154,524,0.937340859,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1966,0.005931778,0.009284631,547,1.029046045,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1967,0.005462275,0.009366267,545,0.947596651,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1968,0.004244111,0.007307227,499,0.73626922,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1969,0.004843671,0.008577221,479,0.840281034,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1970,0.004173044,0.007921281,414,0.723940509,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1971,0.005693423,0.012032983,445,0.987696214,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1972,0.005087334,0.01005495,421,0.882551738,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
"M_Topic12","L_Topic13",1973,0.004861472,0.009196903,390,0.84336923,"harm_M.2.7, harm_X7.10.M, harm_X7.7.m7, harm_m7.5.7, harm_X7.2.7, timb_15, harm_m7.6.m7, harm_m.6.M, harm_NA, harm_m7.3.m"
